,Código,Posto,Mês/Ano,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Acumulado
25,265,Recife (Alto da Brasileira),05/2021,26.6,0.0,6.4,0.0,28.5,38.5,9.2,1.9,3.0,,9.2,6.7,44.9,130.2,23.6,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.5,0.0,1.0,3.5,24.9,5.3,0.0,52.9,8504.7
26,196,Recife (Codecipe / Santo Amaro),05/2021,21.6,2.6,1.5,32.0,110.0,26.2,2.0,0.6,4.6,17.2,3.0,13.5,66.6,138.0,23.2,0.0,0.1,0.0,0.0,0.0,7.6,3.2,0.0,0.3,0.0,0.0,4.1,24.4,4.3,0.2,67.0,8354.5
27,30,Recife (Várzea),05/2021,9.8,15.4,0.2,59.6,43.8,0.6,13.8,2.6,3.8,22.0,6.6,4.2,68.4,134.4,24.6,0.0,0.0,0.0,0.2,0.0,6.8,2.6,0.0,1.8,0.0,0.2,7.8,51.6,7.6,1.0,60.0,1410.2
28,267,São Lourenço da Mata (Tapacurá),05/2021,1.2,0.0,6.1,0.0,3.9,8.1,0.0,8.0,1.3,16.3,2.6,4.9,36.4,95.1,16.1,0.0,0.0,0.0,2.1,0.0,9.5,0.0,0.0,0.0,0.0,0.0,2.5,32.1,1.8,0.0,54.1,5980.6
29,198,Abreu e Lima,06/2021,0.3,0.0,0.0,5.6,1.7,24.5,5.6,1.7,13.0,1.8,4.0,0.0,0.0,0.0,4.2,2.1,0.5,15.6,3.8,0.0,2.2,3.1,4.5,6.6,19.2,0.0,1.0,2.3,3.6,5.6,,8750.9
30,309,Araçoiaba (Granja Cristo Redentor),06/2021,2.2,0.0,2.4,0.0,0.0,17.8,4.5,0.0,2.8,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,7.8,12.3,2.2,0.0,3.6,,12.5,17.1,0.0,0.0,0.3,0.0,0.9,,5855.1
31,301,Cabo,06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
32,490,Cabo (Barragem de Gurjaú),06/2021,6.6,0.0,0.5,7.6,2.8,21.2,9.5,0.3,7.1,0.0,2.1,0.0,0.0,0.0,4.2,2.6,0.0,20.7,16.7,7.0,0.8,3.8,3.8,6.7,42.8,0.0,0.0,5.5,0.0,6.4,,9366.8
33,491,Cabo (Barragem de Suape),06/2021,5.0,0.0,1.3,7.2,0.0,11.2,5.5,0.0,4.3,0.0,9.3,0.0,0.0,0.0,8.3,6.3,0.0,21.5,17.1,25.0,0.0,2.5,0.0,2.3,34.5,0.0,0.8,5.0,1.1,17.1,,9539.9
34,603,Cabo (Pirapama),06/2021,10.8,0.0,0.0,5.6,0.3,19.1,7.7,2.7,3.5,0.0,5.5,0.0,0.0,0.0,2.3,2.7,0.1,13.1,8.8,22.5,0.1,3.0,0.1,3.7,26.6,0.0,0.0,4.7,0.3,8.4,,9823.0
35,201,Camaragibe,06/2021,7.3,0.0,0.0,4.8,0.0,3.2,1.0,0.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,12.0,29.2,2.3,0.4,3.6,5.8,11.5,27.2,0.0,0.0,3.0,0.0,3.7,,8877.0
36,28,Goiana (Itapirema - IPA),06/2021,0.4,0.0,1.2,9.6,0.2,4.4,2.4,0.8,1.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,9.8,2.0,0.0,1.8,1.2,3.0,11.8,6.5,0.0,0.0,0.2,0.0,1.8,,6098.7
37,487,Goiana - PCD,06/2021,3.4,0.0,0.0,18.8,0.0,4.6,5.2,4.2,10.8,1.0,0.0,0.0,0.0,0.0,1.8,1.4,0.0,11.0,1.8,0.6,2.0,1.4,0.4,14.4,8.4,0.0,0.0,6.8,,,,871.0
38,100,Igarassu,06/2021,7.3,0.0,0.3,3.4,2.3,18.5,2.7,3.2,12.8,0.5,0.2,0.0,0.0,0.0,5.9,1.9,1.0,14.8,13.4,3.3,0.3,5.9,2.5,11.1,21.2,0.0,0.5,1.9,0.0,3.3,,8265.5
39,269,Igarassu (Bar.Catucá),06/2021,3.0,0.0,0.0,6.4,1.3,15.2,0.0,1.0,2.6,,,,,,,,,,24.2,1.0,0.0,3.3,0.0,8.2,20.4,0.0,0.0,0.0,0.0,2.1,,6499.1
40,294,Igarassu (Usina São José),06/2021,3.9,0.0,1.1,4.6,0.2,0.0,4.2,0.9,2.5,0.9,0.0,0.0,0.0,0.0,2.6,0.0,0.0,9.7,10.0,0.0,0.0,10.5,0.9,5.5,9.5,0.0,0.0,0.0,0.0,1.8,,6727.4
41,387,Ipojuca,06/2021,6.7,0.0,0.6,21.5,0.0,12.2,8.3,2.5,7.8,0.6,2.4,0.0,0.0,0.0,3.6,3.5,0.0,17.5,16.5,16.5,0.0,2.4,0.0,5.7,33.1,0.0,0.0,6.7,0.9,14.2,,10181.0
42,602,Ipojuca (Suape) - PCD,06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.2
43,524,Itamaracá,06/2021,1.4,0.0,0.0,6.5,1.5,16.1,8.1,0.8,21.3,3.2,1.2,0.0,0.0,0.0,1.3,0.3,3.6,18.5,8.7,0.6,0.7,1.1,1.7,13.1,16.6,0.0,0.0,21.3,0.0,5.5,,7707.2
44,520,Itapissuma,06/2021,1.5,0.0,0.5,5.9,3.1,17.5,6.5,1.0,17.5,3.0,1.8,0.0,0.0,0.0,1.0,0.2,2.8,13.5,7.5,0.5,0.9,1.0,1.5,11.5,14.2,0.0,0.0,18.5,0.0,4.5,,7373.2
45,604,Jaboatão (Cidade da Copa) - PCD,06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8785.2
46,202,Jaboatão dos Guararapes,06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
47,268,Jaboatão dos Guararapes (Bar.Duas Unas),06/2021,5.5,0.0,0.0,4.9,2.6,7.7,3.9,0.4,2.7,0.0,3.4,0.0,0.0,0.0,5.7,4.0,0.0,8.5,12.0,7.0,0.4,7.0,0.0,6.4,51.6,0.0,0.0,2.1,0.0,2.5,,9203.9
48,205,Moreno,06/2021,5.0,0.0,0.0,4.3,2.0,7.9,3.4,0.9,2.5,0.0,3.7,0.0,0.0,0.0,5.8,1.2,0.0,2.1,13.0,4.2,1.3,7.1,0.0,6.5,50.2,0.0,0.0,1.9,0.0,2.0,,8390.0
49,199,Olinda,06/2021,1.0,0.0,0.0,1.3,1.3,39.0,8.4,1.7,14.5,3.0,1.9,0.0,0.0,0.0,14.5,2.4,1.0,17.6,67.1,1.7,1.7,0.7,,9.5,,29.0,,19.6,0.0,7.9,,1425.5
50,551,Olinda (Academia Santa Gertrudes),06/2021,1.0,0.1,0.0,4.1,0.0,36.3,4.1,1.2,10.5,2.2,1.7,0.0,0.0,0.0,10.6,0.3,1.2,15.3,55.3,1.2,0.0,0.5,9.7,0.3,2.0,7.9,9.4,4.8,0.0,9.2,,7795.2
51,209,Olinda (Alto da Bondade),06/2021,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
52,1049,Olinda (Jardim Atlântico),06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
53,451,Paulista,06/2021,1.6,0.0,0.0,8.4,4.4,18.1,9.9,1.6,10.5,1.0,4.0,0.2,0.0,0.0,9.9,0.6,1.0,23.5,31.2,3.0,1.0,2.8,11.8,14.6,14.4,0.0,0.0,26.6,0.0,12.8,,8190.9
54,265,Recife (Alto da Brasileira),06/2021,5.7,0.0,2.2,2.1,6.5,25.2,6.5,2.4,15.2,,0.4,0.0,0.0,0.0,5.1,2.1,0.0,10.4,47.5,6.0,0.5,0.0,8.1,7.2,25.4,0.0,0.5,2.7,0.0,4.1,,8504.7
55,196,Recife (Codecipe / Santo Amaro),06/2021,5.0,0.0,0.9,5.0,1.2,29.8,3.2,9.4,14.4,2.6,1.0,0.0,0.0,0.0,11.0,0.4,0.0,18.8,63.0,8.6,0.0,5.0,11.0,0.9,18.8,0.6,2.4,9.9,0.0,9.6,,8354.5
56,30,Recife (Várzea),06/2021,5.2,0.2,0.4,1.2,2.2,25.2,7.8,2.0,17.8,0.4,0.0,0.0,0.0,0.0,2.8,3.0,0.0,12.4,44.4,6.8,4.4,3.4,0.6,6.8,35.6,0.4,0.0,5.0,0.2,5.6,,1410.2
57,267,São Lourenço da Mata (Tapacurá),06/2021,2.9,0.0,0.0,2.8,5.2,8.9,2.1,0.5,2.1,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,8.1,8.3,4.5,4.5,5.7,0.0,0.0,12.1,0.5,0.0,1.3,0.0,0.6,,5980.6
58,198,Abreu e Lima,07/2021,26.2,8.2,25.3,15.5,0.0,3.7,0.0,0.0,0.0,0.0,7.3,10.8,3.2,0.0,0.0,2.9,28.5,12.3,13.6,13.3,8.2,19.5,29.7,1.5,3.3,9.5,3.1,0.0,0.0,0.0,15.4,8750.9
59,309,Araçoiaba (Granja Cristo Redentor),07/2021,52.4,7.3,14.9,10.9,0.0,0.0,0.0,0.0,0.0,0.0,6.8,4.4,0.9,0.0,0.0,0.5,12.0,0.0,5.9,7.2,4.5,2.8,6.3,0.0,4.4,9.0,6.2,0.0,0.0,0.0,5.2,5855.1
60,301,Cabo,07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
61,490,Cabo (Barragem de Gurjaú),07/2021,40.9,5.4,9.7,9.6,0.0,0.0,0.6,0.0,4.1,0.3,8.8,9.5,2.8,0.4,13.2,20.8,19.1,10.6,0.0,9.1,14.8,11.9,3.7,5.3,39.9,5.3,0.2,0.0,0.0,0.0,19.2,9366.8
62,491,Cabo (Barragem de Suape),07/2021,40.0,13.2,9.6,2.2,0.7,0.0,0.0,4.8,4.8,0.0,7.0,1.7,0.0,1.8,14.5,0.0,18.2,7.5,2.0,0.0,14.4,7.4,3.7,0.8,6.3,12.6,12.4,0.6,0.0,0.0,36.1,9539.9
63,603,Cabo (Pirapama),07/2021,32.4,12.4,6.2,4.6,0.3,0.0,0.0,0.0,1.7,0.3,4.4,1.5,0.0,0.0,9.1,15.1,20.5,3.6,0.7,2.9,6.6,6.6,4.5,4.5,6.2,16.8,7.0,0.1,0.0,0.0,4.6,9823.0
64,201,Camaragibe,07/2021,15.6,9.3,31.7,7.2,0.0,2.1,0.0,0.0,0.0,4.2,3.8,10.9,0.0,0.0,18.2,4.8,8.0,3.2,6.2,16.0,5.7,6.1,12.0,4.5,13.2,28.1,5.3,4.2,0.4,0.0,0.0,8877.0
65,28,Goiana (Itapirema - IPA),07/2021,22.0,5.0,14.6,7.8,0.0,2.8,0.0,0.0,0.0,0.0,0.4,4.2,1.4,0.0,5.0,0.8,19.3,5.0,3.2,11.4,5.8,9.2,4.0,1.6,0.9,4.9,0.6,0.2,0.0,0.0,3.6,6098.7
66,487,Goiana - PCD,07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0
67,100,Igarassu,07/2021,11.3,14.5,29.9,17.6,0.0,2.7,0.0,0.0,0.0,0.0,12.7,7.7,2.6,1.0,0.0,0.3,23.7,29.0,0.0,7.7,8.7,4.5,8.9,3.8,6.5,11.0,11.1,0.8,0.9,0.0,15.9,8265.5
68,269,Igarassu (Bar.Catucá),07/2021,21.2,25.4,10.2,10.1,0.5,0.0,0.0,0.0,0.0,0.0,10.2,7.7,4.0,1.4,5.2,0.0,16.1,10.0,0.0,10.5,4.5,4.8,18.4,1.8,3.9,5.4,7.4,2.6,0.0,0.0,0.0,6499.1
69,294,Igarassu (Usina São José),07/2021,38.0,28.0,10.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.1,0.0,0.0,0.2,9.0,7.1,0.4,7.3,4.0,2.1,15.0,2.2,1.0,4.5,5.2,0.0,0.0,0.0,4.5,6727.4
70,387,Ipojuca,07/2021,35.3,3.0,,,,14.7,0.0,0.0,7.9,2.0,11.1,5.4,0.0,2.5,10.5,19.6,15.3,3.0,1.2,8.2,7.5,9.0,13.0,1.1,9.5,15.5,10.0,0.3,0.0,0.0,31.1,10181.0
71,602,Ipojuca (Suape) - PCD,07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.2
72,524,Itamaracá,07/2021,15.7,6.5,20.8,5.4,0.0,16.9,0.0,0.0,0.0,0.1,1.5,18.8,1.4,0.2,6.5,2.9,60.5,5.9,5.1,4.7,7.5,9.1,6.2,3.2,2.2,8.2,4.8,0.3,0.0,0.0,12.1,7707.2
73,520,Itapissuma,07/2021,14.0,5.5,19.5,4.8,0.0,11.3,0.0,0.0,0.0,0.5,1.2,15.5,2.5,0.3,5.5,2.7,32.5,6.5,2.5,4.5,6.8,11.2,8.2,2.5,2.0,6.5,4.5,0.5,0.0,0.0,10.0,7373.2
74,604,Jaboatão (Cidade da Copa) - PCD,07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8785.2
75,202,Jaboatão dos Guararapes,07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
76,268,Jaboatão dos Guararapes (Bar.Duas Unas),07/2021,9.7,26.0,16.6,16.2,0.0,0.0,0.0,0.0,0.0,3.4,2.0,18.1,2.8,0.0,6.7,2.3,6.1,5.0,0.0,10.2,5.9,5.5,6.4,5.8,10.3,18.6,9.3,0.5,0.0,0.7,10.5,9203.9
77,205,Moreno,07/2021,10.1,2.3,6.4,0.0,14.9,0.0,0.0,0.0,0.0,3.0,1.9,15.4,2.9,0.0,7.1,9.0,6.9,0.0,0.0,9.7,5.3,4.7,7.8,5.0,10.7,11.9,10.1,0.9,0.9,0.4,0.0,8390.0
78,199,Olinda,07/2021,,34.2,34.7,10.7,0.4,2.0,0.0,0.0,0.0,0.0,0.1,4.5,5.8,0.4,3.8,4.0,18.1,10.4,3.5,6.4,9.5,9.3,13.5,3.0,0.9,5.4,9.4,0.0,0.0,0.0,9.3,1425.5
79,551,Olinda (Academia Santa Gertrudes),07/2021,41.8,0.4,39.9,4.1,0.4,0.7,0.0,0.0,0.5,0.0,7.0,4.5,3.8,0.2,3.1,4.4,24.5,6.1,5.2,3.3,11.1,7.8,8.9,4.2,1.8,4.5,7.3,0.0,0.0,0.0,0.0,7795.2
80,209,Olinda (Alto da Bondade),07/2021,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,1049,Olinda (Jardim Atlântico),07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
82,451,Paulista,07/2021,29.2,0.0,26.2,3.2,0.0,2.8,0.0,0.0,0.0,0.0,7.5,10.0,0.0,0.0,5.7,0.0,38.6,5.7,5.5,9.1,2.0,10.6,8.9,2.0,1.4,5.1,12.9,0.8,0.0,0.0,13.0,8190.9
83,265,Recife (Alto da Brasileira),07/2021,14.0,9.2,29.2,16.9,0.0,0.3,0.0,0.0,0.0,2.0,16.6,5.7,2.7,0.6,7.8,3.5,18.3,9.4,0.0,26.4,8.7,3.2,5.8,7.3,9.1,8.9,10.5,0.0,0.0,0.0,6.9,8504.7
84,196,Recife (Codecipe / Santo Amaro),07/2021,32.1,2.1,51.6,12.6,0.0,1.4,0.0,0.0,0.1,1.8,4.0,4.8,1.1,0.1,11.2,9.0,10.2,16.0,0.8,12.8,6.6,5.8,1.5,11.0,10.3,6.0,9.2,0.1,0.0,0.0,0.0,8354.5
85,30,Recife (Várzea),07/2021,27.4,5.4,24.4,11.6,0.6,1.4,0.0,0.0,0.2,6.2,7.2,12.6,0.6,0.2,21.8,4.4,7.8,5.4,3.0,25.2,6.6,6.8,10.0,3.0,16.2,25.8,4.8,7.2,3.8,0.0,6.2,1410.2
86,267,São Lourenço da Mata (Tapacurá),07/2021,2.2,17.5,2.1,12.1,0.0,0.0,0.0,0.0,2.1,0.0,1.5,1.2,2.1,0.0,5.1,2.9,3.5,2.4,0.0,2.5,5.1,4.9,5.1,1.9,11.9,13.9,4.8,0.0,0.0,0.0,6.1,5980.6
87,198,Abreu e Lima,08/2021,3.2,3.3,53.0,31.9,8.9,18.0,9.2,7.9,0.1,52.0,35.0,44.6,1.0,0.0,9.8,0.0,2.2,4.8,3.0,30.2,45.2,1.0,9.8,0.0,0.8,1.8,0.3,1.3,4.2,2.0,0.6,8750.9
88,309,Araçoiaba (Granja Cristo Redentor),08/2021,2.4,0.0,14.4,13.3,7.1,15.7,0.0,0.0,0.0,32.2,5.5,36.7,0.7,0.0,0.4,0.0,0.0,0.0,0.0,13.2,6.9,0.0,12.4,0.0,2.2,0.0,0.0,0.0,0.0,2.5,0.0,5855.1
89,301,Cabo,08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
90,490,Cabo (Barragem de Gurjaú),08/2021,7.4,7.2,26.2,41.4,35.4,7.6,0.2,9.6,0.7,88.2,12.7,35.1,1.4,0.9,4.4,0.8,4.1,3.2,2.1,25.4,5.9,1.5,16.5,6.5,6.5,4.7,0.4,1.6,1.4,7.5,0.5,9366.8
91,491,Cabo (Barragem de Suape),08/2021,0.0,4.8,45.7,52.2,28.3,12.7,6.1,1.8,1.0,159.2,19.0,37.0,3.1,0.0,13.7,0.0,26.3,1.1,0.8,13.8,5.1,2.9,17.5,5.6,1.0,5.3,0.0,0.0,1.6,12.5,0.0,9539.9
92,603,Cabo (Pirapama),08/2021,9.7,7.2,29.2,32.2,16.2,10.2,8.3,7.9,1.3,102.3,11.0,40.3,2.6,0.0,7.2,0.5,0.5,4.1,1.9,15.3,3.9,1.0,30.1,7.1,6.9,7.6,0.2,0.0,2.7,10.5,0.6,9823.0
93,201,Camaragibe,08/2021,0.9,1.6,32.2,26.0,18.8,14.1,8.6,0.0,1.3,27.4,12.1,36.1,5.6,0.0,5.2,3.1,0.3,0.3,7.4,24.2,2.3,3.1,12.0,3.0,5.0,3.5,0.0,0.0,8.1,1.9,0.0,8877.0
94,28,Goiana (Itapirema - IPA),08/2021,3.4,0.2,9.8,6.6,10.0,2.2,4.7,1.6,0.4,44.4,4.6,11.2,1.6,0.2,3.6,2.2,0.8,0.0,0.4,8.0,1.2,0.0,6.2,4.7,0.0,1.2,0.8,0.4,1.6,3.4,0.0,6098.7
95,487,Goiana - PCD,08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.0
96,100,Igarassu,08/2021,5.2,3.1,22.0,22.8,9.8,18.0,1.1,13.2,0.0,21.0,37.0,28.0,2.0,1.4,6.1,2.2,0.0,6.3,1.6,14.5,0.0,1.3,10.8,3.1,1.0,8.8,0.5,0.0,0.8,2.8,0.0,8265.5
97,269,Igarassu (Bar.Catucá),08/2021,4.0,0.5,22.6,8.1,10.3,12.6,0.0,4.9,0.0,,,,,,,,,,0.0,14.2,8.0,0.0,3.8,6.5,0.0,8.8,2.3,0.0,0.0,0.0,0.0,6499.1
98,294,Igarassu (Usina São José),08/2021,6.0,0.0,23.6,12.7,5.5,9.6,10.0,3.3,0.0,25.5,8.5,28.8,1.8,0.0,0.0,1.7,0.0,0.0,0.0,18.3,1.0,1.0,11.9,0.0,2.4,2.0,1.8,0.0,0.0,0.0,0.0,6727.4
99,387,Ipojuca,08/2021,4.3,7.0,32.0,24.3,11.3,14.4,7.0,2.3,2.3,172.5,13.7,38.4,6.6,0.0,14.0,0.2,0.2,3.3,2.7,11.0,3.6,5.4,34.0,8.9,2.2,0.6,0.0,0.7,6.6,30.2,0.0,10181.0
100,602,Ipojuca (Suape) - PCD,08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432.2
101,524,Itamaracá,08/2021,6.6,0.9,37.7,25.5,12.7,7.8,0.3,6.7,0.7,56.3,43.3,40.7,3.4,0.6,3.0,0.4,0.3,21.0,1.0,19.7,0.7,0.0,8.0,0.0,0.5,0.7,0.0,0.0,0.9,1.4,0.0,7707.2
102,520,Itapissuma,08/2021,5.5,0.8,35.0,28.0,10.5,7.0,0.5,7.0,1.0,36.0,38.0,42.0,2.5,0.5,2.5,0.7,0.5,11.5,1.5,21.0,0.5,0.0,7.5,0.1,0.4,1.0,0.5,0.0,0.5,1.5,0.0,7373.2
103,604,Jaboatão (Cidade da Copa) - PCD,08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8785.2
104,202,Jaboatão dos Guararapes,08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
105,268,Jaboatão dos Guararapes (Bar.Duas Unas),08/2021,9.7,3.2,21.1,29.4,19.5,5.4,4.9,14.3,0.2,38.0,6.9,76.5,3.1,0.9,2.3,2.4,0.0,3.3,0.3,31.3,11.2,0.8,21.4,3.2,3.5,3.8,1.2,1.1,2.7,7.0,0.2,9203.9
106,205,Moreno,08/2021,2.1,1.4,22.1,30.2,20.1,4.9,5.0,14.1,10.9,32.5,7.1,77.1,2.9,1.0,2.1,2.5,0.0,3.3,0.5,30.9,11.0,0.9,20.2,3.5,3.0,3.1,1.1,1.0,2.9,5.1,0.7,8390.0
107,199,Olinda,08/2021,2.5,,56.8,,64.6,,19.5,,9.8,,14.0,,36.1,0.0,11.7,,2.1,,2.0,20.3,10.3,,6.4,,,,0.1,,4.9,,0.0,1425.5
